Species,IUCN_Status
Mixophyes schevilli,LEAST_CONCERN
Myobatrachus gouldii,LEAST_CONCERN
Paracrinia haswelli,LEAST_CONCERN
Pseudophryne australis,NEAR_THREATENED
Pseudophryne bibronii,LEAST_CONCERN
Pseudophryne coriacea,LEAST_CONCERN
Pseudophryne corroboree,CRITICALLY_ENDANGERED
Pseudophryne covacevichae,ENDANGERED
Pseudophryne dendyi,LEAST_CONCERN
Pseudophryne douglasi,LEAST_CONCERN
Pseudophryne guentheri,LEAST_CONCERN
Pseudophryne major,LEAST_CONCERN
Pseudophryne occidentalis,LEAST_CONCERN
Pseudophryne pengilleyi,CRITICALLY_ENDANGERED
Pseudophryne raveni,LEAST_CONCERN
Pseudophryne semimarmorata,LEAST_CONCERN
Rheobatrachus silus,EXTINCT
Rheobatrachus vitellinus,EXTINCT
Spicospina flammocaerulea,ENDANGERED
Taudactylus acutirostris,EXTINCT
Taudactylus diurnus,EXTINCT
Taudactylus eungellensis,ENDANGERED
Taudactylus liemi,LEAST_CONCERN
Taudactylus pleione,CRITICALLY_ENDANGERED
Taudactylus rheophilus,CRITICALLY_ENDANGERED
Uperoleia altissima,LEAST_CONCERN
Uperoleia arenicola,LEAST_CONCERN
Uperoleia aspera,LEAST_CONCERN
Uperoleia borealis,LEAST_CONCERN
Uperoleia capitulata,
Uperoleia crassa,LEAST_CONCERN
Uperoleia daviesae,ENDANGERED
Uperoleia fusca,LEAST_CONCERN
Uperoleia glandulosa,LEAST_CONCERN
Uperoleia inundata,LEAST_CONCERN
Uperoleia laevigata,LEAST_CONCERN
Uperoleia lithomoda,LEAST_CONCERN
Uperoleia littlejohni,LEAST_CONCERN
Uperoleia marmorata,DATA_DEFICIENT
Uperoleia martini,VULNERABLE
Uperoleia micra,LEAST_CONCERN
Uperoleia micromeles,LEAST_CONCERN
Uperoleia mimula,LEAST_CONCERN
Uperoleia minima,LEAST_CONCERN
Uperoleia mjobergii,LEAST_CONCERN
Uperoleia orientalis,DATA_DEFICIENT
Uperoleia rugosa,LEAST_CONCERN
Uperoleia russelli,LEAST_CONCERN
Uperoleia talpa,LEAST_CONCERN
Uperoleia trachyderma,LEAST_CONCERN
Uperoleia tyleri,NEAR_THREATENED
Nasikabatrachus sahyadrensis,NEAR_THREATENED
Lankanectes corrugatus,NEAR_THREATENED
Nyctibatrachus aliciae,VULNERABLE
Nyctibatrachus anamallaiensis,ENDANGERED
Nyctibatrachus beddomii,ENDANGERED
Nyctibatrachus dattatreyaensis,ENDANGERED
Nyctibatrachus deccanensis,ENDANGERED
Nyctibatrachus humayuni,LEAST_CONCERN
Nyctibatrachus karnatakaensis,ENDANGERED
Nyctibatrachus kempholeyensis,LEAST_CONCERN
Nyctibatrachus major,ENDANGERED
Nyctibatrachus minimus,VULNERABLE
Nyctibatrachus minor,ENDANGERED
Nyctibatrachus petraeus,NEAR_THREATENED
Nyctibatrachus sanctipalustris,ENDANGERED
Nyctibatrachus sholai,
Nyctibatrachus sylvaticus,ENDANGERED
Nyctibatrachus vasanthi,NEAR_THREATENED
Pelobates cultripes,VULNERABLE
Pelobates fuscus,LEAST_CONCERN
Pelobates syriacus,LEAST_CONCERN
Pelobates varaldii,ENDANGERED
Pelodytes caucasicus,LEAST_CONCERN
Pelodytes ibericus,LEAST_CONCERN
Pelodytes punctatus,LEAST_CONCERN
Conraua alleni,LEAST_CONCERN
Conraua beccarii,LEAST_CONCERN
Conraua crassipes,LEAST_CONCERN
Conraua derooi,CRITICALLY_ENDANGERED
Conraua goliath,ENDANGERED
Conraua robusta,VULNERABLE
Petropedetes cameronensis,LEAST_CONCERN
Petropedetes dutoiti,
Petropedetes euskircheni,ENDANGERED
Petropedetes johnstoni,LEAST_CONCERN
Petropedetes juliawurstnerae,ENDANGERED
Petropedetes martiensseni,
Petropedetes natator,
Petropedetes palmipes,VULNERABLE
Petropedetes parkeri,DATA_DEFICIENT
Petropedetes perreti,CRITICALLY_ENDANGERED
Petropedetes vulpiae,LEAST_CONCERN
Petropedetes yakusini,
Phrynobatrachus acridoides,LEAST_CONCERN
Phrynobatrachus acutirostris,NEAR_THREATENED
Phrynobatrachus africanus,LEAST_CONCERN
Phrynobatrachus albifer,DATA_DEFICIENT
Phrynobatrachus albomarginatus,DATA_DEFICIENT
Phrynobatrachus alleni,LEAST_CONCERN
Phrynobatrachus annulatus,LEAST_CONCERN
Phrynobatrachus anotis,DATA_DEFICIENT
Phrynobatrachus asper,VULNERABLE
Phrynobatrachus auritus,LEAST_CONCERN
Phrynobatrachus batesii,LEAST_CONCERN
Phrynobatrachus bequaerti,LEAST_CONCERN
Phrynobatrachus breviceps,DATA_DEFICIENT
Phrynobatrachus brevipalmatus,DATA_DEFICIENT
Phrynobatrachus brongersmai,DATA_DEFICIENT
Phrynobatrachus bullans,LEAST_CONCERN
Phrynobatrachus calcaratus,LEAST_CONCERN
Phrynobatrachus chukuchuku,CRITICALLY_ENDANGERED
Phrynobatrachus congicus,DATA_DEFICIENT
Phrynobatrachus cornutus,LEAST_CONCERN
Phrynobatrachus cricogaster,NEAR_THREATENED
Phrynobatrachus cryptotis,DATA_DEFICIENT
Phrynobatrachus dalcqi,DATA_DEFICIENT
Phrynobatrachus danko,ENDANGERED
Phrynobatrachus dendrobates,LEAST_CONCERN
Phrynobatrachus dispar,LEAST_CONCERN
Phrynobatrachus elberti,DATA_DEFICIENT
Phrynobatrachus francisci,LEAST_CONCERN
Phrynobatrachus fraterculus,LEAST_CONCERN
Phrynobatrachus gastoni,DATA_DEFICIENT
Phrynobatrachus ghanensis,NEAR_THREATENED
Phrynobatrachus giorgii,DATA_DEFICIENT
Phrynobatrachus graueri,LEAST_CONCERN
Phrynobatrachus guineensis,LEAST_CONCERN
Phrynobatrachus gutturosus,LEAST_CONCERN
Phrynobatrachus hieroglyphicus,DATA_DEFICIENT
Phrynobatrachus hylaios,LEAST_CONCERN
Phrynobatrachus inexpectatus,DATA_DEFICIENT
Phrynobatrachus intermedius,CRITICALLY_ENDANGERED
Phrynobatrachus irangi,CRITICALLY_ENDANGERED
Phrynobatrachus kakamikro,DATA_DEFICIENT
Phrynobatrachus keniensis,LEAST_CONCERN
Phrynobatrachus kinangopensis,VULNERABLE
Phrynobatrachus krefftii,ENDANGERED
Phrynobatrachus latifrons,LEAST_CONCERN
Phrynobatrachus leveleve,LEAST_CONCERN
Phrynobatrachus liberiensis,LEAST_CONCERN
Phrynobatrachus mababiensis,LEAST_CONCERN
Phrynobatrachus maculiventris,
Phrynobatrachus manengoubensis,CRITICALLY_ENDANGERED
Phrynobatrachus minutus,LEAST_CONCERN
Phrynobatrachus nanus,DATA_DEFICIENT
Phrynobatrachus natalensis,LEAST_CONCERN
Phrynobatrachus ogoensis,DATA_DEFICIENT
Phrynobatrachus pakenhami,ENDANGERED
Phrynobatrachus pallidus,LEAST_CONCERN
Phrynobatrachus parkeri,LEAST_CONCERN
Phrynobatrachus parvulus,LEAST_CONCERN
Phrynobatrachus perpalmatus,LEAST_CONCERN
Phrynobatrachus petropedetoides,DATA_DEFICIENT
Phrynobatrachus phyllophilus,LEAST_CONCERN
Phrynobatrachus pintoi,ENDANGERED
Phrynobatrachus plicatus,LEAST_CONCERN
Phrynobatrachus pygmaeus,DATA_DEFICIENT
Phrynobatrachus rouxi,DATA_DEFICIENT
Phrynobatrachus rungwensis,LEAST_CONCERN
Phrynobatrachus sandersoni,LEAST_CONCERN
Phrynobatrachus scapularis,LEAST_CONCERN
Phrynobatrachus scheffleri,LEAST_CONCERN
Phrynobatrachus steindachneri,CRITICALLY_ENDANGERED
Phrynobatrachus sternfeldi,DATA_DEFICIENT
Phrynobatrachus stewartae,LEAST_CONCERN
Phrynobatrachus sulfureogularis,VULNERABLE
Phrynobatrachus taiensis,DATA_DEFICIENT
Phrynobatrachus tokba,LEAST_CONCERN
Phrynobatrachus ukingensis,LEAST_CONCERN
Phrynobatrachus ungujae,ENDANGERED
Phrynobatrachus uzungwensis,NEAR_THREATENED
Phrynobatrachus versicolor,LEAST_CONCERN
Phrynobatrachus villiersi,LEAST_CONCERN
Phrynobatrachus vogti,
Phrynobatrachus werneri,LEAST_CONCERN
Hymenochirus boettgeri,LEAST_CONCERN
Hymenochirus boulengeri,DATA_DEFICIENT
Hymenochirus curtipes,LEAST_CONCERN
Hymenochirus feae,DATA_DEFICIENT
Pipa arrabali,LEAST_CONCERN
Pipa aspera,LEAST_CONCERN
Pipa carvalhoi,LEAST_CONCERN
Pipa myersi,ENDANGERED
Pipa parva,LEAST_CONCERN
Pipa pipa,LEAST_CONCERN
Pipa snethlageae,LEAST_CONCERN
Pseudhymenochirus merlini,LEAST_CONCERN
Silurana epitropicalis,
Silurana tropicalis,
Xenopus amieti,VULNERABLE
Xenopus andrei,LEAST_CONCERN
Xenopus borealis,LEAST_CONCERN
Xenopus boumbaensis,NEAR_THREATENED
Xenopus clivii,LEAST_CONCERN
Xenopus fraseri,DATA_DEFICIENT
Xenopus gilli,ENDANGERED
Xenopus itombwensis,ENDANGERED
Xenopus laevis,LEAST_CONCERN
Xenopus largeni,ENDANGERED
Xenopus lenduensis,CRITICALLY_ENDANGERED
Xenopus longipes,CRITICALLY_ENDANGERED
Xenopus muelleri,LEAST_CONCERN
Xenopus petersii,LEAST_CONCERN
Xenopus pygmaeus,LEAST_CONCERN
Xenopus ruwenzoriensis,DATA_DEFICIENT
Xenopus vestitus,LEAST_CONCERN
Xenopus victorianus,LEAST_CONCERN
Xenopus wittei,LEAST_CONCERN
Hildebrandtia macrotympanum,LEAST_CONCERN
Hildebrandtia ornata,LEAST_CONCERN
Hildebrandtia ornatissima,DATA_DEFICIENT
Lanzarana largeni,LEAST_CONCERN
Ptychadena aequiplicata,LEAST_CONCERN
Ptychadena anchietae,LEAST_CONCERN
Ptychadena ansorgii,LEAST_CONCERN
Ptychadena arnei,DATA_DEFICIENT
Ptychadena bibroni,LEAST_CONCERN
Ptychadena boettgeri,DATA_DEFICIENT
Ptychadena broadleyi,NEAR_THREATENED
Ptychadena bunoderma,LEAST_CONCERN
Ptychadena christyi,LEAST_CONCERN
Ptychadena chrysogaster,LEAST_CONCERN
Ptychadena cooperi,LEAST_CONCERN
Ptychadena erlangeri,NEAR_THREATENED
Ptychadena filwoha,DATA_DEFICIENT
Ptychadena gansi,LEAST_CONCERN
Ptychadena grandisonae,LEAST_CONCERN
Ptychadena guibei,LEAST_CONCERN
Ptychadena harenna,DATA_DEFICIENT
Ptychadena hylaea,
Ptychadena ingeri,DATA_DEFICIENT
Ptychadena keilingi,LEAST_CONCERN
Ptychadena longirostris,LEAST_CONCERN
Ptychadena mahnerti,LEAST_CONCERN
Ptychadena mapacha,DATA_DEFICIENT
Ptychadena mascareniensis,LEAST_CONCERN
Ptychadena mossambica,LEAST_CONCERN
Ptychadena nana,ENDANGERED
Ptychadena neumanni,LEAST_CONCERN
Ptychadena newtoni,ENDANGERED
Ptychadena obscura,LEAST_CONCERN
Ptychadena oxyrhynchus,LEAST_CONCERN
Ptychadena perplicata,LEAST_CONCERN
Ptychadena perreti,LEAST_CONCERN
Ptychadena porosissima,LEAST_CONCERN
Ptychadena pujoli,DATA_DEFICIENT
Ptychadena pumilio,LEAST_CONCERN
Ptychadena retropunctata,LEAST_CONCERN
Ptychadena schillukorum,LEAST_CONCERN
Ptychadena stenocephala,LEAST_CONCERN
Ptychadena straeleni,LEAST_CONCERN
Ptychadena submascareniensis,DATA_DEFICIENT
Ptychadena subpunctata,LEAST_CONCERN
Ptychadena superciliaris,LEAST_CONCERN
Ptychadena taenioscelis,LEAST_CONCERN
Ptychadena tellinii,LEAST_CONCERN
Ptychadena tournieri,LEAST_CONCERN
Ptychadena trinodis,LEAST_CONCERN
Ptychadena upembae,LEAST_CONCERN
Ptychadena uzungwensis,LEAST_CONCERN
Ptychadena wadei,DATA_DEFICIENT
Amietia amieti,
Amietia angolensis,LEAST_CONCERN
Amietia desaegeri,LEAST_CONCERN
Amietia dracomontana,
Amietia fuscigula,LEAST_CONCERN
Amietia inyangae,ENDANGERED
Amietia johnstoni,ENDANGERED
Amietia lubrica,
Amietia ruwenzorica,LEAST_CONCERN
Amietia tenuoplicata,LEAST_CONCERN
Amietia umbraculata,
Amietia vandijki,LEAST_CONCERN
Amietia vertebralis,LEAST_CONCERN
Amietia viridireticulata,
Amietia wittei,LEAST_CONCERN
Anhydrophryne hewitti,LEAST_CONCERN
Anhydrophryne ngongoniensis,ENDANGERED
Anhydrophryne rattrayi,VULNERABLE
Arthroleptella bicolor,LEAST_CONCERN
Arthroleptella drewesii,NEAR_THREATENED
Arthroleptella landdrosia,NEAR_THREATENED
Arthroleptella lightfooti,NEAR_THREATENED
Arthroleptella rugosa,CRITICALLY_ENDANGERED
Arthroleptella subvoce,CRITICALLY_ENDANGERED
Arthroleptella villiersi,LEAST_CONCERN
Cacosternum boettgeri,LEAST_CONCERN
Cacosternum capense,NEAR_THREATENED
Cacosternum karooicum,LEAST_CONCERN
Cacosternum kinangopensis,LEAST_CONCERN
Cacosternum leleupi,DATA_DEFICIENT
Cacosternum namaquense,LEAST_CONCERN
Cacosternum nanum,LEAST_CONCERN
Cacosternum parvum,LEAST_CONCERN
Cacosternum platys,NEAR_THREATENED
Cacosternum plimptoni,LEAST_CONCERN
Cacosternum poyntoni,
Cacosternum striatum,LEAST_CONCERN
Ericabatrachus baleensis,CRITICALLY_ENDANGERED
Microbatrachella capensis,CRITICALLY_ENDANGERED
Natalobatrachus bonebergi,ENDANGERED
Nothophryne broadleyi,ENDANGERED
Poyntonia paludicola,NEAR_THREATENED
Strongylopus bonaespei,LEAST_CONCERN
Strongylopus fasciatus,LEAST_CONCERN
Strongylopus fuelleborni,LEAST_CONCERN
Strongylopus Grayii,
Strongylopus kilimanjaro,DATA_DEFICIENT
Strongylopus kitumbeine,VULNERABLE
Strongylopus merumontanus,LEAST_CONCERN
Strongylopus rhodesianus,VULNERABLE
Strongylopus springbokensis,LEAST_CONCERN
Strongylopus wageri,LEAST_CONCERN
Tomopterna cryptotis,LEAST_CONCERN
Tomopterna damarensis,
Tomopterna delalandii,LEAST_CONCERN
Tomopterna krugerensis,LEAST_CONCERN
Tomopterna luganga,LEAST_CONCERN
Tomopterna marmorata,LEAST_CONCERN
Tomopterna milletihorsini,DATA_DEFICIENT
Tomopterna monticola,DATA_DEFICIENT
Tomopterna natalensis,LEAST_CONCERN
Tomopterna tandyi,LEAST_CONCERN
Tomopterna tuberculosa,LEAST_CONCERN
Aubria masako,LEAST_CONCERN
Aubria subsigillata,LEAST_CONCERN
Pyxicephalus adspersus,LEAST_CONCERN
Pyxicephalus edulis,LEAST_CONCERN
Pyxicephalus obbianus,LEAST_CONCERN
Amolops aniqiaoensis,NEAR_THREATENED
Amolops archotaphus,DATA_DEFICIENT
Amolops assamensis,VULNERABLE
Amolops bellulus,NEAR_THREATENED
Amolops caelumnoctis,LEAST_CONCERN
Amolops chakrataensis,CRITICALLY_ENDANGERED
Amolops chunganensis,LEAST_CONCERN
Amolops compotrix,LEAST_CONCERN
Amolops cremnobatus,LEAST_CONCERN
Amolops cucae,ENDANGERED
Amolops daiyunensis,NEAR_THREATENED
Amolops daorum,LEAST_CONCERN
Amolops formosus,LEAST_CONCERN
Amolops gerbillus,LEAST_CONCERN
Amolops granulosus,LEAST_CONCERN
Amolops hainanensis,ENDANGERED
Amolops himalayanus,NEAR_THREATENED
Amolops hongkongensis,ENDANGERED
Amolops iriodes,DATA_DEFICIENT
Amolops jaunsari,LEAST_CONCERN
Amolops jinjiangensis,LEAST_CONCERN
Amolops kangtingensis,
Amolops kaulbacki,DATA_DEFICIENT
Amolops kohimaensis,DATA_DEFICIENT
Amolops larutensis,LEAST_CONCERN
Amolops liangshanensis,
Amolops lifanensis,LEAST_CONCERN
Amolops loloensis,VULNERABLE
Amolops longimanus,DATA_DEFICIENT
Amolops mantzorum,LEAST_CONCERN
Amolops marmoratus,LEAST_CONCERN
Amolops medogensis,ENDANGERED
Amolops mengyangensis,DATA_DEFICIENT
Amolops minutus,ENDANGERED
Amolops monticola,ENDANGERED
Amolops nidorbellus,DATA_DEFICIENT
Amolops panhai,LEAST_CONCERN
Amolops ricketti,LEAST_CONCERN
Amolops spinapectoralis,LEAST_CONCERN
Amolops splendissimus,VULNERABLE
Amolops torrentis,VULNERABLE
Amolops viridimaculatus,LEAST_CONCERN
Amolops vitreus,VULNERABLE
Amolops wuyiensis,LEAST_CONCERN
Babina adenopleura,
Babina caldwelli,
Babina chapaensis,
Babina daunchina,
Babina hainanensis,
Babina holsti,ENDANGERED
Babina lini,
Babina okinavana,
Babina pleuraden,
Babina subaspera,ENDANGERED
Clinotarsus alticola,LEAST_CONCERN
Clinotarsus curtipes,LEAST_CONCERN
Glandirana emeljanovi,LEAST_CONCERN
Glandirana minima,ENDANGERED
Glandirana rugosa,LEAST_CONCERN
Glandirana tientaiensis,LEAST_CONCERN
Huia cavitympanum,LEAST_CONCERN
Huia masonii,
Huia modiglianii,
Huia sumatrana,
Humerana humeralis,LEAST_CONCERN
Humerana miopus,LEAST_CONCERN
Humerana oatesii,DATA_DEFICIENT
Hylarana albolabris,LEAST_CONCERN
Hylarana albotuberculata,
Hylarana amnicola,LEAST_CONCERN
Hylarana arfaki,
Hylarana asperrima,VULNERABLE
Hylarana attigua,
Hylarana aurantiaca,ENDANGERED
Hylarana aurata,
Hylarana banjarana,
Hylarana baramica,
Hylarana celebensis,
Hylarana chalconota,
Hylarana chitwanensis,DATA_DEFICIENT
Hylarana crassiovis,
Hylarana cubitalis,LEAST_CONCERN
Hylarana daemeli,
Hylarana darlingi,LEAST_CONCERN
Hylarana debussyi,
Hylarana elberti,
Hylarana erythraea,LEAST_CONCERN
Hylarana eschatia,
Hylarana everetti,
Hylarana faber,VULNERABLE
Hylarana florensis,
Hylarana fonensis,DATA_DEFICIENT
Hylarana galamensis,LEAST_CONCERN
Hylarana garoensis,DATA_DEFICIENT
Hylarana garritor,
Hylarana glandulosa,
Hylarana gracilis,LEAST_CONCERN
Hylarana grandocula,
Hylarana grisea,
Hylarana guentheri,LEAST_CONCERN
Hylarana hekouensis,
Hylarana igorota,
Hylarana jimiensis,
Hylarana kampeni,
Hylarana kreffti,
Hylarana labialis,
Hylarana laterimaculata,
Hylarana latouchii,LEAST_CONCERN
Hylarana lemairei,LEAST_CONCERN
Hylarana leptoglossa,LEAST_CONCERN
Hylarana lepus,LEAST_CONCERN
Hylarana longipes,LEAST_CONCERN
Hylarana luctuosa,LEAST_CONCERN
Hylarana luzonensis,
Hylarana macrodactyla,LEAST_CONCERN
Hylarana macrops,
Hylarana malabarica,LEAST_CONCERN
Hylarana mangyanum,
Hylarana maosonensis,LEAST_CONCERN
Hylarana margariana,DATA_DEFICIENT
Hylarana megalonesa,
Hylarana melanomenta,
Hylarana menglaensis,
Hylarana milleti,
Hylarana milneana,
Hylarana mocquardi,
Hylarana moellendorffi,
Hylarana moluccana,
Hylarana montivaga,ENDANGERED
Hylarana mortenseni,LEAST_CONCERN
Hylarana nicobariensis,LEAST_CONCERN
Hylarana nigrovittata,LEAST_CONCERN
Hylarana novaeguineae,
Hylarana occidentalis,LEAST_CONCERN
Hylarana papua,
Hylarana parkeriana,DATA_DEFICIENT
Hylarana parvacola,
Hylarana persimilis,DATA_DEFICIENT
Hylarana picturata,
Hylarana raniceps,
Hylarana rufipes,
Hylarana scutigera,
Hylarana siberu,
Hylarana signata,
Hylarana similis,
Hylarana spinulosa,VULNERABLE
Hylarana supragrisea,
Hylarana taipehensis,LEAST_CONCERN
Hylarana temporalis,VULNERABLE
Hylarana tipanan,
Hylarana tytleri,LEAST_CONCERN
Hylarana volkerjane,
Hylarana waliesa,
Lithobates areolatus,LEAST_CONCERN
Lithobates berlandieri,LEAST_CONCERN
Lithobates blairi,LEAST_CONCERN
Lithobates brownorum,LEAST_CONCERN
Lithobates bwana,LEAST_CONCERN
Lithobates capito,VULNERABLE
Lithobates catesbeianus,
Lithobates chichicuahutla,CRITICALLY_ENDANGERED
Lithobates chiricahuensis,VULNERABLE
Lithobates clamitans,
Lithobates dunni,ENDANGERED
Lithobates fisheri,EXTINCT
Lithobates forreri,LEAST_CONCERN
Lithobates grylio,
Lithobates heckscheri,
Lithobates johni,VULNERABLE
Lithobates juliani,LEAST_CONCERN
Lithobates lemosespinali,DATA_DEFICIENT
Lithobates macroglossa,VULNERABLE
Lithobates maculatus,LEAST_CONCERN
Lithobates magnaocularis,LEAST_CONCERN
Lithobates megapoda,NEAR_THREATENED
Lithobates miadis,CRITICALLY_ENDANGERED
Lithobates montezumae,LEAST_CONCERN
Lithobates neovolcanicus,LEAST_CONCERN
Lithobates okaloosae,
Lithobates omiltemanus,ENDANGERED
Lithobates onca,ENDANGERED
Lithobates palmipes,LEAST_CONCERN
Lithobates palustris,LEAST_CONCERN
Lithobates pipiens,LEAST_CONCERN
Lithobates psilonota,LEAST_CONCERN
Lithobates pueblae,CRITICALLY_ENDANGERED
Lithobates pustulosus,LEAST_CONCERN
Lithobates septentrionalis,
Lithobates sevosus,CRITICALLY_ENDANGERED
Lithobates sierramadrensis,LEAST_CONCERN
Lithobates spectabilis,LEAST_CONCERN
Lithobates sphenocephalus,LEAST_CONCERN
Lithobates sylvaticus,LEAST_CONCERN
Lithobates tarahumarae,VULNERABLE
Lithobates taylori,LEAST_CONCERN
Lithobates tlaloci,CRITICALLY_ENDANGERED
Lithobates vaillanti,LEAST_CONCERN
Lithobates vibicarius,ENDANGERED
Lithobates virgatipes,
Lithobates warszewitschii,LEAST_CONCERN
Lithobates yavapaiensis,LEAST_CONCERN
Lithobates zweifeli,LEAST_CONCERN
Meristogenys amoropalamus,LEAST_CONCERN
Meristogenys jerboa,VULNERABLE
Meristogenys kinabaluensis,LEAST_CONCERN
Meristogenys macrophthalmus,DATA_DEFICIENT
Meristogenys maryatiae,LEAST_CONCERN
Meristogenys orphnocnemis,LEAST_CONCERN
Meristogenys phaeomerus,LEAST_CONCERN
Meristogenys poecilus,LEAST_CONCERN
Meristogenys stenocephalus,NEAR_THREATENED
Meristogenys stigmachilus,NEAR_THREATENED
Meristogenys whiteheadi,LEAST_CONCERN
Odorrana absita,LEAST_CONCERN
Odorrana amamiensis,ENDANGERED
Odorrana andersonii,
Odorrana anlungensis,ENDANGERED
Odorrana aureola,LEAST_CONCERN
Odorrana bacboensis,LEAST_CONCERN
Odorrana banaorum,LEAST_CONCERN
Odorrana bolavensis,ENDANGERED
Odorrana chapaensis,LEAST_CONCERN
Odorrana chloronota,LEAST_CONCERN
Odorrana exiliversabilis,LEAST_CONCERN
Odorrana geminata,VULNERABLE
Odorrana gigatympana,LEAST_CONCERN
Odorrana grahami,VULNERABLE
Odorrana graminea,LEAST_CONCERN
Odorrana hainanensis,VULNERABLE
Odorrana hejiangensis,VULNERABLE
Odorrana hosii,LEAST_CONCERN
Odorrana huanggangensis,LEAST_CONCERN
Odorrana indeprensa,VULNERABLE
Odorrana ishikawae,ENDANGERED
Odorrana jingdongensis,VULNERABLE
Odorrana junlianensis,LEAST_CONCERN
Odorrana khalam,LEAST_CONCERN
Odorrana kuangwuensis,VULNERABLE
Odorrana leporipes,DATA_DEFICIENT
Odorrana livida,LEAST_CONCERN
Odorrana lungshengensis,LEAST_CONCERN
Odorrana macrotympana,DATA_DEFICIENT
Odorrana margaretae,LEAST_CONCERN
Odorrana mawphlangensis,DATA_DEFICIENT
Odorrana melasma,
Odorrana monjerai,DATA_DEFICIENT
Odorrana morafkai,LEAST_CONCERN
Odorrana nanjiangensis,NEAR_THREATENED
Odorrana narina,ENDANGERED
Odorrana nasica,LEAST_CONCERN
Odorrana nasuta,LEAST_CONCERN
Odorrana orba,LEAST_CONCERN
Odorrana rotodora,LEAST_CONCERN
Odorrana schmackeri,LEAST_CONCERN
Odorrana sinica,DATA_DEFICIENT
Odorrana supranarina,ENDANGERED
Odorrana swinhoana,LEAST_CONCERN
Odorrana tiannanensis,LEAST_CONCERN
Odorrana tormota,LEAST_CONCERN
Odorrana trankieni,NEAR_THREATENED
Odorrana utsunomiyaorum,ENDANGERED
Odorrana versabilis,LEAST_CONCERN
Odorrana wuchuanensis,VULNERABLE
Odorrana yentuensis,ENDANGERED
Odorrana yizhangensis,LEAST_CONCERN
Odorrana zhaoi,LEAST_CONCERN
Pelophylax bedriagae,LEAST_CONCERN
Pelophylax bergeri,
Pelophylax caralitanus,VULNERABLE
Pelophylax cerigensis,ENDANGERED
Pelophylax chosenicus,VULNERABLE
Pelophylax cretensis,ENDANGERED
Pelophylax demarchii,DATA_DEFICIENT
Pelophylax epeiroticus,NEAR_THREATENED
Pelophylax fukienensis,LEAST_CONCERN
Pelophylax hubeiensis,LEAST_CONCERN
Pelophylax kurtmuelleri,LEAST_CONCERN
Pelophylax lateralis,
Pelophylax lessonae,LEAST_CONCERN
Pelophylax nigromaculatus,LEAST_CONCERN
Pelophylax perezi,LEAST_CONCERN
Pelophylax plancyi,LEAST_CONCERN
Pelophylax porosus,LEAST_CONCERN
Pelophylax ridibundus,LEAST_CONCERN
Pelophylax saharicus,LEAST_CONCERN
Pelophylax shqipericus,VULNERABLE
Pelophylax tenggerensis,ENDANGERED
Pelophylax terentievi,LEAST_CONCERN
Pseudorana sangzhiensis,
Pseudorana weiningensis,LEAST_CONCERN
Pterorana khare,LEAST_CONCERN
Rana okinavana,NOT_EVALUATED
Rana amurensis,LEAST_CONCERN
Rana arvalis,LEAST_CONCERN
Rana asiatica,VULNERABLE
Rana aurora,LEAST_CONCERN
Rana boylii,NEAR_THREATENED
Rana cangyuanensis,
Rana cascadae,LEAST_CONCERN
Rana chaochiaoensis,LEAST_CONCERN
Rana chensinensis,LEAST_CONCERN
Rana chevronta,CRITICALLY_ENDANGERED
Rana coreana,LEAST_CONCERN
Rana culaiensis,DATA_DEFICIENT
Rana dalmatina,LEAST_CONCERN
Rana draytonii,NEAR_THREATENED
Rana dybowskii,NEAR_THREATENED
Rana graeca,LEAST_CONCERN
Rana hanluica,LEAST_CONCERN
Rana huanrensis,LEAST_CONCERN
Rana iberica,VULNERABLE
Rana italica,LEAST_CONCERN
Rana japonica,LEAST_CONCERN
Rana johnsi,LEAST_CONCERN
Rana kukunoris,LEAST_CONCERN
Rana kunyuensis,
Rana latastei,VULNERABLE
Rana longicrus,VULNERABLE
Rana luteiventris,LEAST_CONCERN
Rana macrocnemis,LEAST_CONCERN
Rana maoershanensis,
Rana multidenticulata,
Rana muscosa,ENDANGERED
Rana omeimontis,LEAST_CONCERN
Rana ornativentris,LEAST_CONCERN
Rana pirica,LEAST_CONCERN
Rana pretiosa,VULNERABLE
Rana pseudodalmatina,LEAST_CONCERN
Rana pyrenaica,ENDANGERED
Rana sakuraii,LEAST_CONCERN
Rana sauteri,VULNERABLE
Rana shuchinae,LEAST_CONCERN
Rana sierrae,VULNERABLE
Rana tagoi,LEAST_CONCERN
Rana tavasensis,CRITICALLY_ENDANGERED
Rana temporaria,LEAST_CONCERN
Rana tsushimensis,NEAR_THREATENED
Rana zhengi,
Rana zhenhaiensis,LEAST_CONCERN
Sanguirana sanguinea,LEAST_CONCERN
Sanguirana varians,
Staurois guttatus,LEAST_CONCERN
Staurois latopalmatus,LEAST_CONCERN
Staurois natator,LEAST_CONCERN
Staurois parvus,VULNERABLE
Staurois tuberilinguis,LEAST_CONCERN
Indirana beddomii,ENDANGERED
Indirana brachytarsus,LEAST_CONCERN
Indirana diplosticta,
Indirana gundia,NEAR_THREATENED
Indirana leithii,LEAST_CONCERN
Indirana leptodactyla,
Indirana longicrus,DATA_DEFICIENT
Indirana phrynoderma,
Indirana semipalmata,LEAST_CONCERN
